Iteration,Algorithm,Fitness,Truck Distance,Drone Distance,Execution Time,Solution,Truck Route,Drone Route,,,,,AVG
21,ALNS,987.183964,146.1781401,10.44969777,0,"[0, 31, 9, 22, 16, 12, 45, 42, 23, 35, 26, 10, 38, 40, 19, 29, 47, 32, 4, 14, 49, 7, 27, 37, 18, 3, 13, 11, 17, 24, 36, 41, 43, 6, 33, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 31, 9, 22, 16, 12, 45, 42, 23, 26, 10, 38, 40, 29, 47, 32, 14, 7, 27, 37, 18, 3, 13, 11, 17, 36, 43, 6, 33, 30, 20, 21, 39, 2, 46, 25, 15, 44, 28, 8, 34, 0]","[35, 19, 4, 49, 24, 41, 5, 48, 1]",,,,,
22,ALNS,970.8796783,143.7306414,11.83301908,0.004050493,"[0, 31, 9, 22, 16, 12, 45, 42, 35, 26, 10, 38, 19, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 18, 3, 40, 13, 11, 17, 24, 36, 41, 43, 6, 33, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 31, 9, 22, 16, 45, 42, 35, 10, 38, 19, 23, 47, 32, 4, 14, 49, 7, 27, 37, 18, 40, 11, 17, 36, 41, 6, 33, 5, 48, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 34, 0]","[12, 26, 29, 3, 13, 24, 43, 30, 44]",,,,,
23,ALNS,942.9697889,139.5959651,11.62631701,0,"[0, 31, 9, 22, 16, 12, 45, 42, 35, 26, 10, 38, 19, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 18, 3, 40, 13, 11, 17, 24, 36, 41, 43, 6, 33, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 16, 12, 45, 42, 35, 26, 10, 38, 19, 23, 29, 47, 4, 49, 27, 37, 18, 3, 40, 11, 17, 36, 43, 6, 33, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 1, 8, 34, 0]","[31, 22, 32, 14, 7, 13, 24, 41, 44, 28]",,,,,
24,ALNS,942.9697889,139.5959651,11.62631701,0,"[0, 31, 9, 22, 16, 12, 45, 42, 35, 26, 10, 38, 19, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 18, 3, 40, 13, 11, 17, 24, 36, 41, 43, 6, 33, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 16, 12, 45, 42, 35, 26, 10, 38, 19, 23, 29, 47, 4, 49, 27, 37, 18, 3, 40, 11, 17, 36, 43, 6, 33, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 1, 8, 34, 0]","[31, 22, 32, 14, 7, 13, 24, 41, 44, 28]",,,,,
25,ALNS,841.0859874,124.4101519,15.19670863,0,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
26,ALNS,841.0859874,124.4101519,15.19670863,0.00090909,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
27,ALNS,841.0859874,124.4101519,15.19670863,0,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
28,ALNS,841.0859874,124.4101519,15.19670863,0,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
29,ALNS,841.0859874,124.4101519,15.19670863,0.001742125,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
30,ALNS,841.0859874,124.4101519,15.19670863,0.00456214,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
31,ALNS,841.0859874,124.4101519,15.19670863,0.002044439,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
32,ALNS,841.0859874,124.4101519,15.19670863,0,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
33,ALNS,841.0859874,124.4101519,15.19670863,0.004768133,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
34,ALNS,841.0859874,124.4101519,15.19670863,0,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
35,ALNS,841.0859874,124.4101519,15.19670863,0,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
36,ALNS,841.0859874,124.4101519,15.19670863,0.002100945,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
37,ALNS,841.0859874,124.4101519,15.19670863,0,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
38,ALNS,841.0859874,124.4101519,15.19670863,0.001053333,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
39,ALNS,841.0859874,124.4101519,15.19670863,0,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
40,ALNS,841.0859874,124.4101519,15.19670863,0.005449057,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
41,ALNS,841.0859874,124.4101519,15.19670863,0.001390696,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
42,ALNS,841.0859874,124.4101519,15.19670863,0.0028615,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
43,ALNS,841.0859874,124.4101519,15.19670863,0,"[0, 31, 9, 22, 19, 16, 12, 45, 42, 35, 26, 10, 23, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 18, 3, 38, 40, 13, 11, 17, 24, 36, 41, 43, 6, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 9, 19, 12, 42, 35, 10, 29, 32, 4, 14, 7, 27, 37, 33, 18, 38, 13, 11, 17, 36, 43, 6, 5, 30, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[31, 22, 16, 45, 26, 23, 47, 49, 3, 40, 24, 41, 48]",,,,,
44,ALNS,828.3698216,122.5937001,11.94788168,0.002815962,"[0, 31, 18, 9, 19, 16, 12, 45, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 31, 18, 9, 19, 12, 45, 23, 26, 10, 29, 47, 4, 14, 49, 7, 27, 37, 33, 38, 40, 13, 17, 36, 41, 43, 6, 3, 5, 48, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 34, 0]","[16, 42, 35, 32, 11, 24, 22, 30, 44]",,,,,
45,ALNS,828.3698216,122.5937001,11.94788168,0,"[0, 31, 18, 9, 19, 16, 12, 45, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 5, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 31, 18, 9, 19, 12, 45, 23, 26, 10, 29, 47, 4, 14, 49, 7, 27, 37, 33, 38, 40, 13, 17, 36, 41, 43, 6, 3, 5, 48, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 34, 0]","[16, 42, 35, 32, 11, 24, 22, 30, 44]",,,,,
46,ALNS,820.143605,121.4307716,9.277115207,0.004605055,"[0, 31, 18, 9, 16, 12, 45, 5, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 18, 9, 16, 12, 45, 5, 23, 26, 10, 47, 32, 4, 14, 49, 7, 27, 37, 33, 38, 13, 11, 17, 24, 36, 41, 43, 22, 3, 19, 30, 48, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 34, 0]","[31, 42, 35, 29, 40, 6, 44]",,,,,
47,ALNS,820.143605,121.4307716,9.277115207,0,"[0, 31, 18, 9, 16, 12, 45, 5, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 30, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 34, 0]","[0, 18, 9, 16, 12, 45, 5, 23, 26, 10, 47, 32, 4, 14, 49, 7, 27, 37, 33, 38, 13, 11, 17, 24, 36, 41, 43, 22, 3, 19, 30, 48, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 34, 0]","[31, 42, 35, 29, 40, 6, 44]",,,,,
48,ALNS,814.9036301,120.6754042,8.25953411,0,"[0, 31, 18, 16, 12, 45, 5, 30, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 49, 7, 27, 37, 33, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 0]","[0, 18, 12, 45, 5, 34, 42, 35, 10, 29, 32, 14, 49, 27, 37, 33, 9, 38, 40, 11, 17, 24, 36, 43, 6, 3, 19, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 8, 0]","[31, 16, 30, 23, 26, 47, 4, 7, 13, 41, 22, 28]",,,,,
49,ALNS,805.4605075,119.2537785,9.251891688,0.003288746,"[0, 31, 18, 16, 12, 45, 5, 30, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[0, 18, 16, 45, 30, 42, 23, 35, 26, 29, 47, 32, 4, 14, 7, 27, 37, 33, 9, 38, 13, 11, 17, 24, 36, 41, 43, 6, 3, 19, 48, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 49, 0]","[31, 12, 5, 34, 10, 40, 22, 44]",,,,,
50,ALNS,805.4605075,119.2537785,9.251891688,0,"[0, 31, 18, 16, 12, 45, 5, 30, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 48, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[0, 18, 16, 45, 30, 42, 23, 35, 26, 29, 47, 32, 4, 14, 7, 27, 37, 33, 9, 38, 13, 11, 17, 24, 36, 41, 43, 6, 3, 19, 48, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 49, 0]","[31, 12, 5, 34, 10, 40, 22, 44]",,,,,
51,ALNS,801.7595687,118.7208369,8.506660148,0.00414896,"[0, 31, 18, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[0, 31, 16, 12, 5, 30, 48, 34, 42, 23, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 9, 38, 40, 11, 17, 36, 43, 22, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[18, 45, 35, 13, 24, 41, 6]",,,,,
52,ALNS,796.9108035,117.8110389,17.43723101,0,"[0, 31, 18, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 8, 14, 7, 27, 37, 33, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 49, 0]","[0, 31, 18, 12, 5, 48, 42, 23, 26, 10, 29, 47, 32, 4, 14, 27, 33, 9, 40, 11, 17, 36, 43, 22, 6, 19, 20, 21, 39, 2, 46, 25, 15, 44, 28, 49, 0]","[16, 45, 30, 34, 35, 8, 7, 37, 38, 13, 24, 41, 3, 1]",,,,,
53,ALNS,796.9108035,117.8110389,17.43723101,0.001009703,"[0, 31, 18, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 8, 14, 7, 27, 37, 33, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 49, 0]","[0, 31, 18, 12, 5, 48, 42, 23, 26, 10, 29, 47, 32, 4, 14, 27, 33, 9, 40, 11, 17, 36, 43, 22, 6, 19, 20, 21, 39, 2, 46, 25, 15, 44, 28, 49, 0]","[16, 45, 30, 34, 35, 8, 7, 37, 38, 13, 24, 41, 3, 1]",,,,,
54,ALNS,796.9108035,117.8110389,17.43723101,0.000925541,"[0, 31, 18, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 8, 14, 7, 27, 37, 33, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 49, 0]","[0, 31, 18, 12, 5, 48, 42, 23, 26, 10, 29, 47, 32, 4, 14, 27, 33, 9, 40, 11, 17, 36, 43, 22, 6, 19, 20, 21, 39, 2, 46, 25, 15, 44, 28, 49, 0]","[16, 45, 30, 34, 35, 8, 7, 37, 38, 13, 24, 41, 3, 1]",,,,,
55,ALNS,790.1475943,116.8140892,17.15406076,0,"[0, 31, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 18, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[0, 31, 12, 5, 30, 48, 34, 42, 35, 10, 29, 32, 14, 27, 33, 18, 9, 40, 13, 11, 17, 24, 36, 41, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 49, 0]","[16, 45, 23, 26, 47, 4, 7, 37, 38, 43, 44]",,,,,
56,ALNS,790.1475943,116.8140892,17.15406076,0,"[0, 31, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 18, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[0, 31, 12, 5, 30, 48, 34, 42, 35, 10, 29, 32, 14, 27, 33, 18, 9, 40, 13, 11, 17, 24, 36, 41, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 49, 0]","[16, 45, 23, 26, 47, 4, 7, 37, 38, 43, 44]",,,,,
57,ALNS,790.1475943,116.8140892,17.15406076,0,"[0, 31, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 18, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[0, 31, 12, 5, 30, 48, 34, 42, 35, 10, 29, 32, 14, 27, 33, 18, 9, 40, 13, 11, 17, 24, 36, 41, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 49, 0]","[16, 45, 23, 26, 47, 4, 7, 37, 38, 43, 44]",,,,,
58,ALNS,790.1475943,116.8140892,17.15406076,0.005260944,"[0, 31, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 18, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[0, 31, 12, 5, 30, 48, 34, 42, 35, 10, 29, 32, 14, 27, 33, 18, 9, 40, 13, 11, 17, 24, 36, 41, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 49, 0]","[16, 45, 23, 26, 47, 4, 7, 37, 38, 43, 44]",,,,,
59,ALNS,790.1475943,116.8140892,17.15406076,0.002536774,"[0, 31, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 18, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[0, 31, 12, 5, 30, 48, 34, 42, 35, 10, 29, 32, 14, 27, 33, 18, 9, 40, 13, 11, 17, 24, 36, 41, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 49, 0]","[16, 45, 23, 26, 47, 4, 7, 37, 38, 43, 44]",,,,,
60,ALNS,790.1475943,116.8140892,17.15406076,0,"[0, 31, 16, 12, 45, 5, 30, 48, 34, 42, 23, 35, 26, 10, 29, 47, 32, 4, 14, 7, 27, 37, 33, 18, 9, 38, 40, 13, 11, 17, 24, 36, 41, 43, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 44, 1, 28, 8, 49, 0]","[0, 31, 12, 5, 30, 48, 34, 42, 35, 10, 29, 32, 14, 27, 33, 18, 9, 40, 13, 11, 17, 24, 36, 41, 22, 6, 3, 19, 20, 21, 39, 2, 46, 25, 15, 1, 28, 8, 49, 0]","[16, 45, 23, 26, 47, 4, 7, 37, 38, 43, 44]",,,,,
