Data File,Running time,Algorithm,EV,ED,alpha,beta,truck_speed,drone_speed,drone_flight_limit,generation,Fitness,excuting time,solution,truck route,drone route,,,,,,AVG
new data TSPD.txt,11,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,11,1622.710559,0.002005339,"[0, 45, 3, 22, 43, 27, 37, 33, 9, 23, 39, 21, 32, 44, 1, 49, 6, 31, 14, 8, 28, 4, 7, 12, 30, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 29, 38, 13, 18, 16, 5, 0]","[0, 45, 3, 22, 27, 37, 33, 9, 23, 39, 21, 32, 44, 1, 49, 6, 31, 14, 28, 4, 12, 34, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 29, 38, 13, 18, 16, 5, 0]","[43, 8, 7, 30, 26, 47, 40]",,,,,,1922.289953
new data TSPD.txt,12,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,12,1566.125413,0,"[0, 45, 12, 3, 22, 43, 27, 37, 33, 9, 30, 23, 39, 21, 32, 44, 1, 49, 6, 31, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 29, 38, 13, 18, 16, 5, 0]","[0, 12, 22, 27, 33, 9, 30, 23, 39, 21, 32, 44, 49, 6, 31, 7, 14, 28, 4, 34, 26, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 40, 29, 38, 13, 18, 16, 5, 0]","[45, 3, 43, 37, 1, 8, 47, 11]",,,,,,1865.265647
new data TSPD.txt,13,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,13,1508.480563,0,"[0, 12, 3, 22, 43, 6, 27, 37, 9, 30, 23, 39, 21, 32, 44, 1, 49, 31, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 29, 38, 13, 18, 16, 45, 5, 0]","[0, 12, 3, 22, 43, 27, 9, 30, 23, 39, 21, 32, 44, 1, 31, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 24, 17, 11, 33, 29, 38, 13, 18, 16, 45, 5, 0]","[6, 37, 49, 36, 40]",,,,,,1819.568708
new data TSPD.txt,14,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,14,1491.648923,0,"[0, 12, 3, 22, 43, 6, 27, 37, 9, 16, 30, 23, 39, 21, 32, 44, 1, 49, 31, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 29, 38, 13, 18, 45, 5, 0]","[0, 12, 3, 22, 6, 27, 37, 9, 16, 30, 23, 39, 21, 32, 44, 49, 31, 7, 14, 8, 28, 34, 26, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 24, 17, 40, 33, 29, 38, 13, 18, 5, 0]","[43, 1, 4, 10, 36, 11, 45]",,,,,,1761.548272
new data TSPD.txt,15,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,15,1464.824407,0,"[0, 12, 3, 22, 43, 6, 27, 37, 9, 16, 30, 39, 21, 32, 44, 1, 49, 31, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 13, 18, 45, 5, 0]","[0, 12, 3, 43, 27, 37, 16, 30, 39, 21, 32, 44, 1, 31, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 13, 18, 5, 0]","[22, 6, 9, 49, 45]",,,,,,1694.972466
new data TSPD.txt,16,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,16,1390.842293,0,"[0, 31, 12, 3, 22, 43, 13, 6, 27, 37, 9, 16, 30, 39, 21, 32, 44, 1, 49, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 18, 45, 5, 0]","[0, 31, 3, 22, 43, 6, 27, 37, 16, 30, 39, 21, 32, 44, 1, 49, 7, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 18, 45, 5, 0]","[12, 13, 9, 34, 47]",,,,,,1658.972113
new data TSPD.txt,17,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,17,1390.842293,0,"[0, 31, 12, 3, 22, 43, 13, 6, 27, 37, 9, 16, 30, 39, 21, 32, 44, 1, 49, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 18, 45, 5, 0]","[0, 31, 3, 22, 43, 6, 27, 37, 16, 30, 39, 21, 32, 44, 1, 49, 7, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 18, 45, 5, 0]","[12, 13, 9, 34, 47]",,,,,,1630.535122
new data TSPD.txt,18,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,18,1390.842293,0,"[0, 31, 12, 3, 22, 43, 13, 6, 27, 37, 9, 16, 30, 39, 21, 32, 44, 1, 49, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 18, 45, 5, 0]","[0, 31, 3, 22, 43, 6, 27, 37, 16, 30, 39, 21, 32, 44, 1, 49, 7, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 18, 45, 5, 0]","[12, 13, 9, 34, 47]",,,,,,1573.295457
new data TSPD.txt,19,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,19,1390.842293,0,"[0, 31, 12, 3, 22, 43, 13, 6, 27, 37, 9, 16, 30, 39, 21, 32, 44, 1, 49, 7, 14, 8, 28, 4, 34, 26, 10, 47, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 18, 45, 5, 0]","[0, 31, 3, 22, 43, 6, 27, 37, 16, 30, 39, 21, 32, 44, 1, 49, 7, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 29, 38, 18, 45, 5, 0]","[12, 13, 9, 34, 47]",,,,,,1550.185213
new data TSPD.txt,20,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,20,1380.557167,0.002004147,"[0, 31, 12, 3, 22, 13, 6, 27, 37, 9, 16, 30, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 34, 26, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 43, 41, 36, 24, 17, 11, 40, 33, 23, 38, 18, 45, 5, 0]","[0, 31, 12, 3, 22, 13, 6, 27, 9, 30, 39, 21, 29, 32, 44, 1, 49, 7, 8, 4, 34, 26, 15, 25, 2, 46, 20, 35, 48, 19, 43, 41, 24, 17, 11, 40, 33, 23, 38, 45, 5, 0]","[37, 16, 47, 14, 28, 10, 42, 36, 18]",,,,,,1503.877487
new data TSPD.txt,21,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,21,1362.343984,0,"[0, 31, 12, 3, 22, 13, 6, 9, 27, 37, 16, 30, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 34, 26, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 43, 41, 36, 24, 17, 11, 40, 33, 23, 38, 18, 45, 5, 0]","[0, 31, 12, 3, 22, 13, 9, 27, 16, 30, 39, 21, 29, 47, 32, 44, 1, 49, 14, 28, 4, 34, 26, 10, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 24, 17, 11, 40, 33, 23, 38, 18, 45, 5, 0]","[6, 37, 7, 8, 15, 43]",,,,,,1476.102292
new data TSPD.txt,22,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,22,1317.129048,0,"[0, 31, 3, 22, 13, 6, 9, 27, 37, 16, 12, 45, 30, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 34, 23, 26, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 43, 41, 36, 24, 17, 11, 40, 33, 38, 18, 5, 0]","[0, 3, 22, 13, 9, 27, 16, 12, 30, 39, 21, 29, 32, 44, 1, 49, 7, 14, 28, 34, 23, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 17, 11, 40, 33, 38, 18, 5, 0]","[31, 6, 37, 45, 47, 8, 4, 26, 43, 24]",,,,,,1448.847898
new data TSPD.txt,23,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,23,1260.810055,0,"[0, 31, 3, 22, 13, 6, 9, 27, 37, 16, 12, 45, 30, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 34, 23, 26, 10, 15, 25, 2, 46, 20, 35, 42, 48, 19, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 3, 13, 6, 9, 27, 16, 12, 45, 30, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 23, 26, 10, 25, 2, 46, 20, 35, 42, 48, 19, 41, 36, 17, 11, 40, 38, 33, 5, 0]","[31, 22, 37, 34, 15, 43, 24, 18]",,,,,,1429.824585
new data TSPD.txt,24,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,24,1239.700614,0,"[0, 31, 3, 22, 13, 6, 9, 27, 37, 16, 12, 45, 30, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 23, 42, 34, 48, 19, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 31, 3, 13, 6, 9, 27, 37, 12, 45, 30, 39, 21, 29, 47, 32, 44, 1, 49, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 23, 42, 48, 19, 41, 24, 17, 11, 40, 38, 18, 5, 0]","[22, 16, 7, 34, 43, 36, 33]",,,,,,1418.978967
new data TSPD.txt,25,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,25,1239.700614,0,"[0, 31, 3, 22, 13, 6, 9, 27, 37, 16, 12, 45, 30, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 23, 42, 34, 48, 19, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 31, 3, 13, 6, 9, 27, 37, 12, 45, 30, 39, 21, 29, 47, 32, 44, 1, 49, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 23, 42, 48, 19, 41, 24, 17, 11, 40, 38, 18, 5, 0]","[22, 16, 7, 34, 43, 36, 33]",,,,,,1409.248352
new data TSPD.txt,26,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,26,1237.530932,0,"[0, 31, 3, 22, 6, 9, 27, 37, 16, 12, 45, 30, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 23, 42, 34, 48, 19, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 31, 3, 22, 6, 9, 27, 16, 45, 39, 21, 29, 47, 44, 1, 7, 8, 4, 26, 15, 25, 2, 46, 20, 35, 42, 34, 48, 19, 43, 36, 24, 17, 11, 38, 18, 5, 0]","[37, 12, 30, 32, 49, 14, 28, 10, 23, 13, 41, 40, 33]",,,,,,1403.98929
new data TSPD.txt,27,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,27,1211.019996,0,"[0, 31, 3, 9, 27, 37, 16, 12, 45, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 3, 9, 27, 37, 12, 39, 21, 29, 32, 44, 1, 7, 14, 28, 26, 10, 25, 2, 46, 20, 35, 42, 34, 48, 30, 19, 22, 13, 43, 36, 17, 11, 38, 18, 5, 0]","[31, 16, 45, 47, 49, 8, 4, 15, 23, 6, 41, 24, 40, 33]",,,,,,1376.112378
new data TSPD.txt,28,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,28,1198.899216,0,"[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 26, 10, 15, 25, 2, 46, 20, 35, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 10, 15, 25, 2, 46, 20, 35, 23, 42, 34, 30, 19, 22, 43, 41, 24, 17, 11, 40, 38, 18, 5, 0]","[26, 48, 6, 13, 36, 33]",,,,,,1329.264978
new data TSPD.txt,29,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,29,1184.755477,0,"[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 44, 1, 49, 7, 14, 8, 28, 4, 35, 26, 10, 15, 25, 2, 46, 20, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 27, 31, 3, 37, 12, 45, 39, 21, 29, 47, 44, 1, 49, 7, 14, 8, 28, 35, 10, 15, 25, 2, 46, 20, 23, 42, 34, 48, 19, 22, 43, 36, 17, 11, 40, 38, 18, 5, 0]","[9, 16, 32, 4, 26, 30, 6, 13, 41, 24, 33]",,,,,,1322.727251
new data TSPD.txt,30,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,30,1134.74383,0.002004385,"[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 15, 28, 44, 1, 49, 7, 14, 8, 4, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 27, 31, 3, 9, 16, 12, 45, 39, 21, 29, 47, 15, 44, 1, 49, 14, 8, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 30, 19, 22, 13, 41, 24, 17, 11, 40, 33, 5, 0]","[37, 32, 28, 7, 4, 48, 6, 43, 36, 38, 18]",,,,,,1299.584083
new data TSPD.txt,31,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,31,1134.74383,0,"[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 15, 28, 44, 1, 49, 7, 14, 8, 4, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 27, 31, 3, 9, 16, 12, 45, 39, 21, 29, 47, 15, 44, 1, 49, 14, 8, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 30, 19, 22, 13, 41, 24, 17, 11, 40, 33, 5, 0]","[37, 32, 28, 7, 4, 48, 6, 43, 36, 38, 18]",,,,,,1290.696646
new data TSPD.txt,32,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,32,1134.74383,0,"[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 15, 28, 44, 1, 49, 7, 14, 8, 4, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 27, 31, 3, 9, 16, 12, 45, 39, 21, 29, 47, 15, 44, 1, 49, 14, 8, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 30, 19, 22, 13, 41, 24, 17, 11, 40, 33, 5, 0]","[37, 32, 28, 7, 4, 48, 6, 43, 36, 38, 18]",,,,,,1282.041019
new data TSPD.txt,33,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,33,1134.74383,0,"[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 15, 28, 44, 1, 49, 7, 14, 8, 4, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 27, 31, 3, 9, 16, 12, 45, 39, 21, 29, 47, 15, 44, 1, 49, 14, 8, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 30, 19, 22, 13, 41, 24, 17, 11, 40, 33, 5, 0]","[37, 32, 28, 7, 4, 48, 6, 43, 36, 38, 18]",,,,,,1276.011712
new data TSPD.txt,34,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,34,1134.74383,0.001004457,"[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 15, 28, 44, 1, 49, 7, 14, 8, 4, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 27, 31, 3, 9, 16, 12, 45, 39, 21, 29, 47, 15, 44, 1, 49, 14, 8, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 30, 19, 22, 13, 41, 24, 17, 11, 40, 33, 5, 0]","[37, 32, 28, 7, 4, 48, 6, 43, 36, 38, 18]",,,,,,1272.691113
new data TSPD.txt,35,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,35,1134.74383,0,"[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 15, 28, 44, 1, 49, 7, 14, 8, 4, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 27, 31, 3, 9, 16, 12, 45, 39, 21, 29, 47, 15, 44, 1, 49, 14, 8, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 30, 19, 22, 13, 41, 24, 17, 11, 40, 33, 5, 0]","[37, 32, 28, 7, 4, 48, 6, 43, 36, 38, 18]",,,,,,1267.68231
new data TSPD.txt,36,Random Removal & Reinsertion,674.3,14.4,0.01,0.99,50,43.2,4,36,1134.74383,0,"[0, 27, 31, 3, 9, 37, 16, 12, 45, 39, 21, 29, 47, 32, 15, 28, 44, 1, 49, 7, 14, 8, 4, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 48, 30, 19, 6, 22, 13, 43, 41, 36, 24, 17, 11, 40, 38, 33, 18, 5, 0]","[0, 27, 31, 3, 9, 16, 12, 45, 39, 21, 29, 47, 15, 44, 1, 49, 14, 8, 35, 26, 10, 25, 2, 46, 20, 23, 42, 34, 30, 19, 22, 13, 41, 24, 17, 11, 40, 33, 5, 0]","[37, 32, 28, 7, 4, 48, 6, 43, 36, 38, 18]",,,,,,1264.727792
