Iteration,Algorithm,Fitness,Truck Distance,Drone Distance,Execution Time,Solution,Truck Route,Drone Route,,,,,AVG
1,ALNS,80766.6523,11977.85135,0,0.005019665,"[0, 81, 97, 79, 44, 83, 64, 57, 1, 6, 52, 27, 56, 12, 54, 76, 91, 5, 23, 94, 72, 55, 88, 92, 99, 51, 13, 39, 68, 59, 69, 16, 9, 35, 2, 48, 60, 31, 70, 36, 86, 22, 42, 53, 95, 14, 80, 77, 15, 41, 73, 18, 78, 33, 45, 29, 50, 43, 26, 71, 21, 3, 8, 7, 11, 46, 20, 47, 17, 65, 62, 63, 90, 100, 38, 28, 34, 67, 19, 96, 85, 74, 84, 40, 82, 30, 87, 24, 25, 75, 32, 37, 58, 49, 98, 61, 10, 66, 4, 93, 89, 0]","[0, 81, 97, 79, 44, 83, 64, 57, 1, 6, 52, 27, 56, 12, 54, 76, 91, 5, 23, 94, 72, 55, 88, 92, 99, 51, 13, 39, 68, 59, 69, 16, 9, 35, 2, 48, 60, 31, 70, 36, 86, 22, 42, 53, 95, 14, 80, 77, 15, 41, 73, 18, 78, 33, 45, 29, 50, 43, 26, 71, 21, 3, 8, 7, 11, 46, 20, 47, 17, 65, 62, 63, 90, 100, 38, 28, 34, 67, 19, 96, 85, 74, 84, 40, 82, 30, 87, 24, 25, 75, 32, 37, 58, 49, 98, 61, 10, 66, 4, 93, 89, 0]",[],,,,,
2,ALNS,62809.69586,9314.799854,0,0.002375126,"[0, 81, 97, 79, 71, 64, 1, 6, 16, 52, 56, 12, 54, 76, 91, 5, 23, 94, 72, 44, 55, 88, 92, 30, 99, 38, 51, 13, 39, 68, 69, 35, 95, 2, 9, 48, 60, 31, 70, 36, 86, 22, 59, 42, 53, 57, 14, 80, 77, 15, 41, 18, 78, 33, 29, 43, 26, 50, 21, 3, 8, 7, 27, 11, 46, 20, 47, 17, 65, 62, 63, 90, 100, 28, 34, 67, 19, 96, 74, 84, 40, 83, 82, 87, 24, 25, 75, 32, 37, 85, 58, 73, 49, 45, 93, 98, 61, 10, 66, 4, 89, 0]","[0, 81, 97, 79, 71, 64, 1, 6, 16, 52, 56, 12, 54, 76, 91, 5, 23, 94, 72, 44, 55, 88, 92, 30, 99, 38, 51, 13, 39, 68, 69, 35, 95, 2, 9, 48, 60, 31, 70, 36, 86, 22, 59, 42, 53, 57, 14, 80, 77, 15, 41, 18, 78, 33, 29, 43, 26, 50, 21, 3, 8, 7, 27, 11, 46, 20, 47, 17, 65, 62, 63, 90, 100, 28, 34, 67, 19, 96, 74, 84, 40, 83, 82, 87, 24, 25, 75, 32, 37, 85, 58, 73, 49, 45, 93, 98, 61, 10, 66, 4, 89, 0]",[],,,,,
3,ALNS,58112.52718,8618.200624,0,0.002046347,"[0, 81, 97, 79, 71, 40, 84, 64, 36, 24, 1, 6, 16, 52, 56, 54, 76, 91, 5, 23, 70, 72, 44, 55, 88, 92, 30, 99, 38, 51, 13, 39, 68, 95, 2, 9, 48, 29, 60, 31, 86, 59, 42, 53, 57, 14, 77, 15, 41, 18, 43, 26, 50, 12, 21, 3, 8, 69, 25, 94, 7, 27, 11, 46, 20, 47, 17, 65, 62, 63, 35, 90, 100, 28, 78, 34, 67, 19, 96, 80, 74, 83, 82, 87, 75, 32, 37, 85, 58, 73, 33, 49, 45, 93, 98, 61, 10, 66, 4, 22, 89, 0]","[0, 81, 97, 79, 71, 40, 84, 64, 36, 24, 1, 6, 16, 52, 56, 54, 76, 91, 5, 23, 70, 72, 44, 55, 88, 92, 30, 99, 38, 51, 13, 39, 68, 95, 2, 9, 48, 29, 60, 31, 86, 59, 42, 53, 57, 14, 77, 15, 41, 18, 43, 26, 50, 12, 21, 3, 8, 69, 25, 94, 7, 27, 11, 46, 20, 47, 17, 65, 62, 63, 35, 90, 100, 28, 78, 34, 67, 19, 96, 80, 74, 83, 82, 87, 75, 32, 37, 85, 58, 73, 33, 49, 45, 93, 98, 61, 10, 66, 4, 22, 89, 0]",[],,,,,
4,ALNS,50163.26838,7439.310114,0,0.006287813,"[0, 81, 20, 97, 14, 79, 71, 40, 84, 64, 36, 24, 1, 98, 6, 16, 52, 56, 54, 39, 91, 10, 5, 23, 70, 83, 72, 44, 55, 88, 92, 30, 51, 13, 68, 95, 2, 9, 48, 29, 60, 31, 86, 59, 42, 53, 43, 57, 76, 77, 15, 41, 18, 26, 50, 12, 21, 34, 3, 8, 100, 69, 25, 94, 7, 99, 38, 27, 11, 46, 47, 17, 65, 62, 63, 35, 90, 28, 78, 67, 19, 96, 80, 74, 82, 87, 75, 32, 37, 85, 58, 73, 33, 66, 49, 45, 93, 61, 4, 22, 89, 0]","[0, 81, 20, 97, 14, 79, 71, 40, 84, 64, 36, 24, 1, 98, 6, 16, 52, 56, 54, 39, 91, 10, 5, 23, 70, 83, 72, 44, 55, 88, 92, 30, 51, 13, 68, 95, 2, 9, 48, 29, 60, 31, 86, 59, 42, 53, 43, 57, 76, 77, 15, 41, 18, 26, 50, 12, 21, 34, 3, 8, 100, 69, 25, 94, 7, 99, 38, 27, 11, 46, 47, 17, 65, 62, 63, 35, 90, 28, 78, 67, 19, 96, 80, 74, 82, 87, 75, 32, 37, 85, 58, 73, 33, 66, 49, 45, 93, 61, 4, 22, 89, 0]",[],,,,,
5,ALNS,47299.51025,7014.609229,0,0.004051208,"[0, 81, 20, 97, 14, 79, 71, 40, 84, 64, 36, 24, 1, 98, 52, 6, 16, 56, 54, 39, 91, 10, 5, 23, 70, 28, 83, 72, 44, 55, 88, 92, 30, 51, 13, 68, 78, 95, 2, 9, 48, 29, 60, 31, 87, 86, 59, 53, 43, 26, 76, 77, 15, 41, 18, 50, 12, 21, 34, 3, 100, 69, 25, 94, 7, 99, 38, 27, 11, 46, 47, 17, 65, 62, 63, 8, 35, 67, 90, 19, 96, 80, 74, 82, 57, 75, 32, 37, 85, 58, 73, 33, 66, 49, 45, 93, 61, 4, 22, 42, 89, 0]","[0, 81, 20, 97, 14, 79, 71, 40, 84, 64, 36, 24, 1, 98, 52, 6, 16, 56, 54, 39, 91, 10, 5, 23, 70, 28, 83, 72, 44, 55, 88, 92, 30, 51, 13, 68, 78, 95, 2, 9, 48, 29, 60, 31, 87, 86, 59, 53, 43, 26, 76, 77, 15, 41, 18, 50, 12, 21, 34, 3, 100, 69, 25, 94, 7, 99, 38, 27, 11, 46, 47, 17, 65, 62, 63, 8, 35, 67, 90, 19, 96, 80, 74, 82, 57, 75, 32, 37, 85, 58, 73, 33, 66, 49, 45, 93, 61, 4, 22, 42, 89, 0]",[],,,,,
6,ALNS,44616.52597,6616.717451,0,0.003192663,"[0, 81, 20, 97, 15, 40, 84, 64, 36, 24, 1, 98, 52, 11, 6, 16, 56, 54, 39, 91, 32, 85, 10, 23, 70, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 51, 13, 68, 78, 95, 2, 9, 48, 29, 60, 31, 87, 86, 37, 59, 53, 43, 26, 67, 76, 77, 41, 74, 18, 50, 12, 21, 34, 3, 100, 69, 25, 94, 99, 38, 27, 46, 47, 17, 65, 62, 63, 8, 35, 90, 79, 19, 96, 80, 14, 82, 57, 75, 58, 73, 33, 66, 49, 45, 93, 5, 61, 4, 22, 42, 89, 0]","[0, 81, 20, 97, 15, 40, 84, 64, 36, 24, 1, 98, 52, 11, 6, 16, 56, 54, 39, 91, 32, 85, 10, 23, 70, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 51, 13, 68, 78, 95, 2, 9, 48, 29, 60, 31, 87, 86, 37, 59, 53, 43, 26, 67, 76, 77, 41, 74, 18, 50, 12, 21, 34, 3, 100, 69, 25, 94, 99, 38, 27, 46, 47, 17, 65, 62, 63, 8, 35, 90, 79, 19, 96, 80, 14, 82, 57, 75, 58, 73, 33, 66, 49, 45, 93, 5, 61, 4, 22, 42, 89, 0]",[],,,,,
7,ALNS,38015.0931,5637.712132,0,0.002548218,"[0, 81, 20, 97, 15, 40, 84, 64, 36, 24, 1, 98, 52, 11, 50, 6, 16, 56, 54, 39, 67, 91, 32, 85, 23, 70, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 51, 94, 13, 68, 78, 95, 2, 21, 9, 48, 60, 87, 86, 37, 10, 59, 31, 53, 29, 43, 62, 76, 77, 41, 74, 18, 12, 34, 3, 100, 46, 69, 25, 99, 38, 27, 47, 17, 65, 26, 63, 8, 35, 90, 79, 19, 96, 80, 14, 57, 75, 58, 73, 33, 66, 49, 45, 93, 5, 4, 22, 82, 42, 89, 0]","[0, 81, 20, 97, 15, 40, 84, 64, 36, 24, 1, 98, 52, 11, 50, 6, 16, 56, 54, 39, 67, 91, 32, 85, 23, 70, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 51, 94, 13, 68, 78, 95, 2, 21, 9, 48, 60, 87, 86, 37, 10, 59, 31, 53, 29, 43, 62, 76, 77, 41, 74, 18, 12, 34, 3, 100, 46, 69, 25, 99, 38, 27, 47, 17, 65, 26, 63, 8, 35, 90, 79, 19, 96, 80, 14, 57, 75, 58, 73, 33, 66, 49, 45, 93, 5, 4, 22, 82, 42, 89, 0]",[],,,,,
8,ALNS,36258.97876,5377.276961,0,0.004795074,"[0, 81, 20, 97, 15, 40, 84, 64, 36, 24, 1, 98, 52, 11, 50, 6, 78, 56, 54, 39, 67, 91, 32, 85, 23, 70, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 51, 77, 13, 95, 2, 21, 9, 48, 60, 87, 86, 37, 10, 59, 31, 53, 29, 43, 16, 62, 76, 41, 74, 18, 12, 34, 3, 63, 100, 46, 69, 25, 94, 38, 68, 47, 17, 27, 65, 26, 8, 35, 90, 79, 19, 96, 80, 14, 57, 75, 58, 73, 33, 66, 49, 45, 93, 5, 4, 22, 82, 42, 89, 0]","[0, 81, 20, 97, 15, 40, 84, 64, 36, 24, 1, 98, 52, 11, 50, 6, 78, 56, 54, 39, 67, 91, 32, 85, 23, 70, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 51, 77, 13, 95, 2, 21, 9, 48, 60, 87, 86, 37, 10, 59, 31, 53, 29, 43, 16, 62, 76, 41, 74, 18, 12, 34, 3, 63, 100, 46, 69, 25, 94, 38, 68, 47, 17, 27, 65, 26, 8, 35, 90, 79, 19, 96, 80, 14, 57, 75, 58, 73, 33, 66, 49, 45, 93, 5, 4, 22, 82, 42, 89, 0]",[],,,,,
9,ALNS,32591.83258,4833.432063,0,0.004034042,"[0, 22, 81, 20, 97, 18, 90, 15, 40, 84, 64, 36, 24, 57, 1, 98, 52, 11, 50, 56, 54, 39, 67, 32, 85, 23, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 51, 77, 13, 78, 95, 2, 21, 9, 48, 60, 87, 86, 37, 10, 59, 31, 53, 29, 43, 16, 62, 76, 41, 74, 70, 12, 34, 3, 63, 8, 6, 100, 46, 69, 25, 94, 38, 68, 17, 27, 65, 26, 35, 91, 79, 19, 96, 80, 14, 75, 58, 73, 33, 66, 49, 47, 45, 93, 5, 4, 82, 42, 89, 0]","[0, 22, 81, 20, 97, 18, 90, 15, 40, 84, 64, 36, 24, 57, 1, 98, 52, 11, 50, 56, 54, 39, 67, 32, 85, 23, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 51, 77, 13, 78, 95, 2, 21, 9, 48, 60, 87, 86, 37, 10, 59, 31, 53, 29, 43, 16, 62, 76, 41, 74, 70, 12, 34, 3, 63, 8, 6, 100, 46, 69, 25, 94, 38, 68, 17, 27, 65, 26, 35, 91, 79, 19, 96, 80, 14, 75, 58, 73, 33, 66, 49, 47, 45, 93, 5, 4, 82, 42, 89, 0]",[],,,,,
10,ALNS,32013.50254,4747.664596,0,0.003045797,"[0, 81, 20, 97, 18, 90, 15, 40, 84, 64, 36, 24, 57, 1, 98, 31, 52, 11, 50, 56, 54, 39, 67, 74, 32, 85, 23, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 77, 13, 78, 95, 2, 21, 9, 48, 29, 60, 43, 87, 86, 37, 10, 59, 62, 76, 41, 70, 16, 12, 34, 3, 63, 8, 6, 100, 46, 69, 25, 94, 51, 38, 68, 17, 27, 65, 26, 35, 91, 79, 19, 96, 80, 14, 58, 75, 73, 33, 66, 49, 47, 45, 93, 5, 4, 22, 82, 53, 42, 89, 0]","[0, 81, 20, 97, 18, 90, 15, 40, 84, 64, 36, 24, 57, 1, 98, 31, 52, 11, 50, 56, 54, 39, 67, 74, 32, 85, 23, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 77, 13, 78, 95, 2, 21, 9, 48, 29, 60, 43, 87, 86, 37, 10, 59, 62, 76, 41, 70, 16, 12, 34, 3, 63, 8, 6, 100, 46, 69, 25, 94, 51, 38, 68, 17, 27, 65, 26, 35, 91, 79, 19, 96, 80, 14, 58, 75, 73, 33, 66, 49, 47, 45, 93, 5, 4, 22, 82, 53, 42, 89, 0]",[],,,,,
11,ALNS,30098.09831,4463.60643,0,0.002765656,"[0, 81, 4, 20, 97, 18, 90, 15, 40, 84, 64, 36, 24, 57, 1, 98, 31, 52, 11, 50, 67, 74, 32, 85, 23, 86, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 38, 77, 76, 13, 39, 78, 95, 2, 21, 9, 48, 29, 60, 43, 37, 10, 5, 59, 87, 62, 6, 41, 26, 70, 16, 56, 12, 34, 54, 3, 63, 8, 100, 46, 69, 25, 94, 51, 68, 35, 17, 27, 65, 91, 79, 19, 96, 80, 14, 58, 75, 73, 33, 66, 49, 47, 45, 93, 22, 82, 53, 42, 89, 0]","[0, 81, 4, 20, 97, 18, 90, 15, 40, 84, 64, 36, 24, 57, 1, 98, 31, 52, 11, 50, 67, 74, 32, 85, 23, 86, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 38, 77, 76, 13, 39, 78, 95, 2, 21, 9, 48, 29, 60, 43, 37, 10, 5, 59, 87, 62, 6, 41, 26, 70, 16, 56, 12, 34, 54, 3, 63, 8, 100, 46, 69, 25, 94, 51, 68, 35, 17, 27, 65, 91, 79, 19, 96, 80, 14, 58, 75, 73, 33, 66, 49, 47, 45, 93, 22, 82, 53, 42, 89, 0]",[],,,,,
12,ALNS,28963.92186,4295.405859,0,0.004068375,"[0, 22, 81, 4, 20, 97, 18, 90, 15, 40, 84, 64, 36, 24, 75, 57, 98, 31, 52, 11, 50, 67, 74, 32, 85, 23, 86, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 38, 76, 13, 39, 78, 95, 2, 21, 9, 48, 29, 60, 43, 37, 10, 5, 59, 87, 62, 41, 26, 70, 16, 56, 12, 34, 54, 3, 63, 8, 6, 100, 46, 69, 25, 94, 51, 77, 68, 35, 17, 27, 65, 91, 79, 96, 19, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 1, 82, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 90, 15, 40, 84, 64, 36, 24, 75, 57, 98, 31, 52, 11, 50, 67, 74, 32, 85, 23, 86, 61, 28, 83, 72, 71, 44, 55, 88, 92, 30, 7, 99, 38, 76, 13, 39, 78, 95, 2, 21, 9, 48, 29, 60, 43, 37, 10, 5, 59, 87, 62, 41, 26, 70, 16, 56, 12, 34, 54, 3, 63, 8, 6, 100, 46, 69, 25, 94, 51, 77, 68, 35, 17, 27, 65, 91, 79, 96, 19, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 1, 82, 53, 42, 89, 0]",[],,,,,
13,ALNS,28077.4068,4163.933955,0,0.003324032,"[0, 22, 81, 4, 20, 97, 18, 90, 15, 40, 84, 64, 36, 68, 61, 24, 75, 57, 98, 31, 52, 11, 12, 50, 67, 74, 32, 85, 23, 86, 28, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 76, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 37, 10, 5, 59, 87, 62, 41, 26, 70, 16, 56, 54, 3, 63, 8, 6, 100, 46, 69, 25, 94, 51, 77, 35, 17, 27, 65, 91, 79, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 1, 82, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 90, 15, 40, 84, 64, 36, 68, 61, 24, 75, 57, 98, 31, 52, 11, 12, 50, 67, 74, 32, 85, 23, 86, 28, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 76, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 37, 10, 5, 59, 87, 62, 41, 26, 70, 16, 56, 54, 3, 63, 8, 6, 100, 46, 69, 25, 94, 51, 77, 35, 17, 27, 65, 91, 79, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 1, 82, 53, 42, 89, 0]",[],,,,,
14,ALNS,27990.87558,4151.101205,0,0.003461123,"[0, 22, 81, 4, 20, 97, 18, 90, 15, 40, 84, 64, 36, 68, 61, 24, 75, 57, 31, 52, 11, 12, 67, 74, 32, 85, 23, 86, 28, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 76, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 37, 10, 5, 59, 87, 62, 6, 41, 26, 70, 27, 16, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 94, 51, 77, 35, 17, 65, 91, 79, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 98, 1, 82, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 90, 15, 40, 84, 64, 36, 68, 61, 24, 75, 57, 31, 52, 11, 12, 67, 74, 32, 85, 23, 86, 28, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 76, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 37, 10, 5, 59, 87, 62, 6, 41, 26, 70, 27, 16, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 94, 51, 77, 35, 17, 65, 91, 79, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 98, 1, 82, 53, 42, 89, 0]",[],,,,,
15,ALNS,24110.91973,3575.696217,0,0.003498077,"[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 68, 61, 24, 75, 57, 52, 11, 12, 17, 67, 74, 85, 86, 28, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 23, 37, 10, 5, 59, 87, 62, 6, 26, 70, 27, 16, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 94, 65, 91, 79, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 31, 98, 1, 82, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 68, 61, 24, 75, 57, 52, 11, 12, 17, 67, 74, 85, 86, 28, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 23, 37, 10, 5, 59, 87, 62, 6, 26, 70, 27, 16, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 94, 65, 91, 79, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 31, 98, 1, 82, 53, 42, 89, 0]",[],,,,,
16,ALNS,24036.07969,3564.597292,0,0.003591537,"[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 52, 23, 37, 10, 5, 59, 87, 62, 6, 67, 26, 70, 27, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 94, 68, 65, 91, 79, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 98, 1, 82, 31, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 52, 23, 37, 10, 5, 59, 87, 62, 6, 67, 26, 70, 27, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 94, 68, 65, 91, 79, 80, 14, 58, 73, 33, 66, 49, 47, 45, 93, 98, 1, 82, 31, 53, 42, 89, 0]",[],,,,,
17,ALNS,21334.15671,3163.896865,0,0.004098415,"[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 52, 10, 5, 59, 87, 62, 6, 67, 26, 27, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 94, 68, 79, 80, 91, 14, 58, 73, 65, 33, 66, 49, 47, 45, 93, 98, 1, 82, 31, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 52, 10, 5, 59, 87, 62, 6, 67, 26, 27, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 94, 68, 79, 80, 91, 14, 58, 73, 65, 33, 66, 49, 47, 45, 93, 98, 1, 82, 31, 53, 42, 89, 0]",[],,,,,
18,ALNS,20801.47916,3084.89975,0,0.003654957,"[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 94, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 52, 10, 5, 59, 87, 62, 6, 67, 26, 27, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 68, 79, 80, 91, 14, 58, 73, 65, 33, 66, 49, 47, 45, 93, 98, 1, 82, 31, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 94, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 52, 10, 5, 59, 87, 62, 6, 67, 26, 27, 50, 56, 54, 3, 63, 8, 100, 46, 69, 25, 68, 79, 80, 91, 14, 58, 73, 65, 33, 66, 49, 47, 45, 93, 98, 1, 82, 31, 53, 42, 89, 0]",[],,,,,
19,ALNS,20235.39202,3000.947929,0,0.002071619,"[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 94, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 52, 10, 5, 87, 62, 67, 26, 27, 50, 56, 54, 3, 63, 8, 6, 100, 46, 69, 25, 68, 79, 80, 91, 14, 58, 73, 65, 33, 66, 49, 47, 45, 93, 59, 98, 1, 82, 31, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 94, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 29, 60, 43, 52, 10, 5, 87, 62, 67, 26, 27, 50, 56, 54, 3, 63, 8, 6, 100, 46, 69, 25, 68, 79, 80, 91, 14, 58, 73, 65, 33, 66, 49, 47, 45, 93, 59, 98, 1, 82, 31, 53, 42, 89, 0]",[],,,,,
20,ALNS,19707.80168,2922.705255,0,0.00355196,"[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 79, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 94, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 60, 29, 43, 52, 10, 5, 87, 62, 67, 26, 27, 50, 56, 54, 3, 63, 8, 6, 100, 46, 69, 25, 68, 91, 80, 14, 58, 73, 65, 33, 66, 49, 47, 45, 93, 59, 98, 1, 82, 31, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 79, 40, 84, 64, 36, 28, 61, 24, 75, 57, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 94, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 60, 29, 43, 52, 10, 5, 87, 62, 67, 26, 27, 50, 56, 54, 3, 63, 8, 6, 100, 46, 69, 25, 68, 91, 80, 14, 58, 73, 65, 33, 66, 49, 47, 45, 93, 59, 98, 1, 82, 31, 53, 42, 89, 0]",[],,,,,
21,ALNS,19608.17765,2907.930818,0,0.002999783,"[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 79, 40, 84, 64, 36, 28, 61, 24, 75, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 94, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 60, 29, 43, 52, 5, 87, 57, 62, 67, 26, 27, 50, 56, 54, 3, 63, 8, 6, 100, 46, 69, 25, 68, 91, 80, 14, 58, 73, 65, 33, 66, 49, 47, 45, 10, 93, 59, 98, 1, 82, 31, 53, 42, 89, 0]","[0, 22, 81, 4, 20, 97, 18, 32, 90, 15, 79, 40, 84, 64, 36, 28, 61, 24, 75, 11, 12, 16, 17, 23, 70, 37, 74, 85, 86, 83, 72, 71, 44, 55, 19, 96, 88, 92, 30, 7, 99, 38, 51, 94, 77, 41, 76, 35, 13, 39, 78, 95, 34, 2, 21, 9, 48, 60, 29, 43, 52, 5, 87, 57, 62, 67, 26, 27, 50, 56, 54, 3, 63, 8, 6, 100, 46, 69, 25, 68, 91, 80, 14, 58, 73, 65, 33, 66, 49, 47, 45, 10, 93, 59, 98, 1, 82, 31, 53, 42, 89, 0]",[],,,,,
